,MLII,V2,symbol
260187,-0.305,-0.105,
260188,-0.34,-0.1,
260189,-0.36,-0.095,
260190,-0.365,-0.085,
260191,-0.355,-0.09,
260192,-0.37,-0.09,
260193,-0.39,-0.12,
260194,-0.395,-0.13,
260195,-0.41,-0.135,
260196,-0.425,-0.12,
260197,-0.405,-0.12,
260198,-0.41,-0.125,
260199,-0.435,-0.125,
260200,-0.44,-0.135,
260201,-0.44,-0.145,
260202,-0.43,-0.12,
260203,-0.415,-0.13,
260204,-0.42,-0.14,
260205,-0.43,-0.14,
260206,-0.445,-0.14,
260207,-0.45,-0.13,
260208,-0.44,-0.105,
260209,-0.42,-0.12,
260210,-0.42,-0.13,
260211,-0.435,-0.135,
260212,-0.445,-0.145,
260213,-0.445,-0.125,
260214,-0.435,-0.115,
260215,-0.435,-0.115,
260216,-0.45,-0.115,
260217,-0.51,-0.14,
260218,-0.59,-0.16,
260219,-0.645,-0.185,
260220,-0.615,-0.17,
260221,-0.55,-0.15,
260222,-0.465,-0.125,
260223,-0.335,-0.11,
260224,-0.07,-0.025,
260225,0.315,0.14,
260226,0.745,0.37,
260227,1.14,0.615,
260228,1.48,0.89,
260229,1.71,1.145,N
260230,1.795,1.32,
260231,1.695,1.345,
260232,1.365,1.185,
260233,0.825,0.78,
260234,0.215,0.265,
260235,-0.275,-0.23,
260236,-0.52,-0.54,
260237,-0.58,-0.635,
260238,-0.55,-0.56,
260239,-0.465,-0.435,
260240,-0.385,-0.3,
260241,-0.33,-0.19,
260242,-0.345,-0.12,
260243,-0.39,-0.09,
260244,-0.4,-0.085,
260245,-0.4,-0.09,
260246,-0.4,-0.11,
260247,-0.435,-0.11,
260248,-0.445,-0.12,
260249,-0.46,-0.12,
260250,-0.48,-0.12,
260251,-0.46,-0.12,
260252,-0.47,-0.14,
260253,-0.48,-0.14,
260254,-0.49,-0.145,
260255,-0.51,-0.145,
260256,-0.495,-0.13,
260257,-0.49,-0.13,
260258,-0.49,-0.14,
260259,-0.49,-0.155,
260260,-0.495,-0.145,
260261,-0.495,-0.135,
260262,-0.49,-0.115,
260263,-0.475,-0.115,
260264,-0.48,-0.125,
260265,-0.5,-0.135,
260266,-0.505,-0.145,
260267,-0.505,-0.12,
260268,-0.5,-0.1,
260269,-0.49,-0.09,
260270,-0.49,-0.1,
260271,-0.485,-0.11,
260272,-0.495,-0.12,
260273,-0.495,-0.1,
260274,-0.485,-0.095,
260275,-0.47,-0.09,
260276,-0.46,-0.09,
260277,-0.465,-0.095,
260278,-0.47,-0.09,
260279,-0.47,-0.085,
260280,-0.46,-0.09,
260281,-0.445,-0.075,
260282,-0.435,-0.07,
260283,-0.44,-0.095,
260284,-0.45,-0.08,
260285,-0.435,-0.075,
260286,-0.41,-0.045,
260287,-0.405,-0.045,
260288,-0.395,-0.035,
260289,-0.395,-0.04,
260290,-0.39,-0.04,
260291,-0.39,-0.03,
260292,-0.365,-0.02,
260293,-0.34,-0.015,
260294,-0.315,0.005,
260295,-0.32,-0.01,
260296,-0.305,-0.01,
260297,-0.295,0.02,
260298,-0.27,0.035,
260299,-0.255,0.06,
260300,-0.245,0.06,
260301,-0.235,0.06,
260302,-0.225,0.05,
260303,-0.2,0.085,
260304,-0.185,0.1,
260305,-0.145,0.11,
260306,-0.13,0.11,
260307,-0.12,0.115,
260308,-0.115,0.105,
260309,-0.105,0.14,
260310,-0.085,0.145,
260311,-0.065,0.15,
260312,-0.045,0.15,
260313,-0.045,0.145,
260314,-0.045,0.15,
260315,-0.03,0.165,
260316,-0.02,0.19,
260317,-0.005,0.19,
260318,0.0,0.195,
260319,0.0,0.185,
260320,0.005,0.19,
260321,0.005,0.19,
260322,0.01,0.205,
260323,0.015,0.2,
260324,0.015,0.195,
260325,-0.005,0.185,
260326,-0.02,0.17,
260327,-0.05,0.18,
260328,-0.045,0.18,
260329,-0.055,0.17,
260330,-0.065,0.155,
260331,-0.105,0.12,
260332,-0.13,0.105,
260333,-0.16,0.1,
260334,-0.175,0.085,
260335,-0.185,0.08,
260336,-0.215,0.065,
260337,-0.245,0.035,
260338,-0.27,0.02,
260339,-0.28,0.005,
260340,-0.285,0.0,
260341,-0.295,-0.005,
260342,-0.315,-0.03,
260343,-0.325,-0.05,
260344,-0.355,-0.065,
260345,-0.355,-0.07,
260346,-0.355,-0.055,
260347,-0.34,-0.065,
260348,-0.36,-0.075,
260349,-0.37,-0.105,
260350,-0.365,-0.105,
260351,-0.37,-0.09,
260352,-0.365,-0.08,
260353,-0.355,-0.095,
260354,-0.36,-0.1,
260355,-0.365,-0.115,
260356,-0.38,-0.11,
260357,-0.385,-0.095,
260358,-0.36,-0.095,
260359,-0.34,-0.095,
260360,-0.36,-0.105,
260361,-0.375,-0.125,
260362,-0.375,-0.12,
260363,-0.37,-0.11,
260364,-0.37,-0.1,
260365,-0.35,-0.1,
260366,-0.35,-0.105,
260367,-0.355,-0.115,
260368,-0.345,-0.12,
260369,-0.36,-0.1,
260370,-0.34,-0.08,
260371,-0.345,-0.075,
260372,-0.33,-0.08,
260373,-0.355,-0.08,
260374,-0.34,-0.075,
260375,-0.34,-0.06,
260376,-0.335,-0.06,
260377,-0.325,-0.065,
260378,-0.325,-0.075,
260379,-0.33,-0.09,
260380,-0.34,-0.1,
260381,-0.34,-0.08,
260382,-0.33,-0.07,
260383,-0.32,-0.065,
260384,-0.335,-0.07,
260385,-0.34,-0.08,
260386,-0.335,-0.075,
260387,-0.355,-0.085,
260388,-0.335,-0.06,
260389,-0.325,-0.07,
260390,-0.335,-0.07,
260391,-0.345,-0.08,
260392,-0.335,-0.08,
260393,-0.34,-0.085,
260394,-0.345,-0.065,
260395,-0.33,-0.07,
260396,-0.335,-0.07,
260397,-0.35,-0.08,
260398,-0.37,-0.09,
260399,-0.37,-0.09,
260400,-0.37,-0.085,
260401,-0.35,-0.085,
260402,-0.35,-0.085,
260403,-0.365,-0.095,
260404,-0.375,-0.1,
260405,-0.395,-0.1,
260406,-0.38,-0.085,
260407,-0.375,-0.095,
260408,-0.38,-0.095,
260409,-0.395,-0.115,
260410,-0.4,-0.11,
260411,-0.4,-0.11,
260412,-0.385,-0.105,
260413,-0.38,-0.11,
260414,-0.395,-0.12,
260415,-0.41,-0.13,
260416,-0.41,-0.15,
260417,-0.425,-0.14,
260418,-0.405,-0.13,
260419,-0.4,-0.13,
260420,-0.4,-0.135,
260421,-0.405,-0.125,
260422,-0.415,-0.145,
260423,-0.435,-0.14,
260424,-0.42,-0.145,
260425,-0.42,-0.15,
260426,-0.43,-0.15,
260427,-0.425,-0.17,
260428,-0.44,-0.17,
260429,-0.445,-0.16,
260430,-0.42,-0.155,
260431,-0.425,-0.145,
260432,-0.43,-0.15,
260433,-0.45,-0.16,
260434,-0.45,-0.17,
260435,-0.45,-0.17,
260436,-0.425,-0.155,
260437,-0.42,-0.17,
260438,-0.43,-0.15,
260439,-0.44,-0.16,
260440,-0.445,-0.17,
260441,-0.45,-0.16,
260442,-0.425,-0.15,
260443,-0.41,-0.145,
260444,-0.41,-0.165,
260445,-0.43,-0.17,
260446,-0.435,-0.185,
260447,-0.435,-0.165,
260448,-0.425,-0.155,
260449,-0.415,-0.16,
260450,-0.41,-0.16,
260451,-0.395,-0.175,
260452,-0.385,-0.18,
260453,-0.37,-0.17,
260454,-0.355,-0.15,
260455,-0.34,-0.15,
260456,-0.345,-0.155,
260457,-0.345,-0.15,
260458,-0.355,-0.145,
260459,-0.35,-0.145,
260460,-0.345,-0.14,
260461,-0.335,-0.14,
260462,-0.34,-0.16,
260463,-0.345,-0.175,
260464,-0.34,-0.19,
260465,-0.34,-0.175,
260466,-0.33,-0.175,
260467,-0.33,-0.18,
260468,-0.345,-0.185,
260469,-0.365,-0.195,
260470,-0.39,-0.215,
260471,-0.395,-0.22,
260472,-0.385,-0.215,
260473,-0.37,-0.215,
260474,-0.37,-0.21,
260475,-0.365,-0.21,
260476,-0.365,-0.19,
260477,-0.39,-0.155,
260478,-0.4,-0.135,
260479,-0.41,-0.145,
260480,-0.425,-0.15,
260481,-0.435,-0.165,
260482,-0.445,-0.195,
260483,-0.455,-0.175,
260484,-0.45,-0.17,
260485,-0.455,-0.175,
260486,-0.465,-0.18,
260487,-0.47,-0.175,
260488,-0.475,-0.195,
260489,-0.49,-0.185,
260490,-0.49,-0.185,
260491,-0.485,-0.195,
260492,-0.485,-0.195,
260493,-0.49,-0.195,
260494,-0.495,-0.21,
260495,-0.5,-0.19,
260496,-0.485,-0.185,
260497,-0.475,-0.17,
260498,-0.485,-0.185,
260499,-0.49,-0.185,
260500,-0.495,-0.195,
260501,-0.49,-0.19,
260502,-0.48,-0.165,
260503,-0.475,-0.165,
260504,-0.49,-0.17,
260505,-0.48,-0.175,
260506,-0.49,-0.18,
260507,-0.49,-0.17,
260508,-0.495,-0.155,
260509,-0.49,-0.16,
260510,-0.515,-0.16,
260511,-0.56,-0.18,
260512,-0.62,-0.205,
260513,-0.67,-0.2,
260514,-0.65,-0.21,
260515,-0.59,-0.195,
260516,-0.535,-0.155,
260517,-0.43,-0.13,
260518,-0.25,-0.085,
260519,0.035,0.015,
260520,0.395,0.185,
260521,0.745,0.385,
260522,1.075,0.59,
260523,1.36,0.805,
260524,1.56,1.025,N
260525,1.635,1.18,
260526,1.565,1.195,
260527,1.3,1.09,
260528,0.8,0.795,
260529,0.24,0.34,
260530,-0.21,-0.1,
260531,-0.495,-0.41,
260532,-0.6,-0.565,
260533,-0.61,-0.56,
260534,-0.59,-0.505,
260535,-0.51,-0.41,
260536,-0.415,-0.295,
260537,-0.375,-0.18,
260538,-0.395,-0.12,
260539,-0.415,-0.095,
260540,-0.445,-0.125,
260541,-0.455,-0.15,
260542,-0.465,-0.15,
260543,-0.47,-0.14,
260544,-0.455,-0.12,
260545,-0.46,-0.115,
260546,-0.475,-0.13,
260547,-0.5,-0.15,
260548,-0.515,-0.165,
260549,-0.53,-0.15,
260550,-0.51,-0.14,
260551,-0.52,-0.155,
260552,-0.52,-0.15,
260553,-0.52,-0.16,
260554,-0.53,-0.165,
260555,-0.525,-0.16,
260556,-0.52,-0.13,
260557,-0.52,-0.135,
260558,-0.525,-0.145,
260559,-0.525,-0.15,
260560,-0.545,-0.15,
260561,-0.54,-0.145,
260562,-0.535,-0.13,
260563,-0.53,-0.14,
260564,-0.525,-0.135,
260565,-0.52,-0.145,
260566,-0.525,-0.15,
260567,-0.54,-0.145,
260568,-0.52,-0.135,
260569,-0.51,-0.13,
260570,-0.515,-0.15,
260571,-0.525,-0.135,
260572,-0.53,-0.145,
260573,-0.53,-0.14,
260574,-0.52,-0.125,
260575,-0.49,-0.11,
260576,-0.495,-0.11,
260577,-0.505,-0.11,
260578,-0.51,-0.12,
260579,-0.5,-0.105,
260580,-0.495,-0.1,
260581,-0.475,-0.1,
260582,-0.48,-0.11,
260583,-0.48,-0.125,
260584,-0.48,-0.12,
260585,-0.48,-0.105,
260586,-0.47,-0.08,
260587,-0.45,-0.085,
260588,-0.45,-0.085,
260589,-0.445,-0.095,
260590,-0.44,-0.095,
260591,-0.435,-0.075,
260592,-0.405,-0.065,
260593,-0.4,-0.045,
260594,-0.395,-0.05,
260595,-0.385,-0.05,
260596,-0.385,-0.045,
260597,-0.38,-0.025,
260598,-0.365,-0.015,
260599,-0.34,-0.015,
260600,-0.32,-0.01,
260601,-0.3,-0.015,
260602,-0.285,-0.005,
260603,-0.28,0.015,
260604,-0.26,0.05,
260605,-0.235,0.055,
260606,-0.235,0.06,
260607,-0.235,0.06,
260608,-0.225,0.065,
260609,-0.2,0.065,
260610,-0.18,0.075,
260611,-0.155,0.085,
260612,-0.15,0.08,
260613,-0.14,0.07,
260614,-0.135,0.08,
260615,-0.135,0.095,
260616,-0.105,0.125,
260617,-0.09,0.135,
260618,-0.08,0.135,
260619,-0.085,0.13,
260620,-0.08,0.135,
260621,-0.07,0.145,
260622,-0.045,0.16,
260623,-0.035,0.16,
260624,-0.045,0.16,
260625,-0.05,0.145,
260626,-0.05,0.145,
260627,-0.05,0.15,
260628,-0.05,0.175,
260629,-0.055,0.175,
260630,-0.055,0.175,
260631,-0.07,0.15,
260632,-0.09,0.14,
260633,-0.11,0.135,
260634,-0.13,0.13,
260635,-0.13,0.12,
260636,-0.15,0.11,
260637,-0.17,0.09,
260638,-0.19,0.07,
260639,-0.215,0.065,
260640,-0.22,0.07,
260641,-0.23,0.035,
260642,-0.27,0.01,
260643,-0.29,-0.005,
260644,-0.32,-0.03,
260645,-0.325,-0.025,
260646,-0.315,-0.015,
260647,-0.315,-0.025,
260648,-0.335,-0.035,
260649,-0.345,-0.065,
260650,-0.35,-0.075,
260651,-0.36,-0.075,
260652,-0.36,-0.075,
260653,-0.35,-0.075,
260654,-0.365,-0.09,
260655,-0.37,-0.105,
260656,-0.37,-0.11,
260657,-0.365,-0.095,
260658,-0.35,-0.085,
260659,-0.355,-0.095,
260660,-0.37,-0.105,
260661,-0.365,-0.115,
260662,-0.365,-0.135,
260663,-0.375,-0.125,
260664,-0.37,-0.105,
260665,-0.36,-0.11,
260666,-0.36,-0.1,
260667,-0.365,-0.1,
260668,-0.37,-0.11,
260669,-0.375,-0.095,
260670,-0.36,-0.095,
260671,-0.35,-0.09,
260672,-0.35,-0.1,
260673,-0.36,-0.105,
260674,-0.36,-0.1,
260675,-0.355,-0.1,
260676,-0.36,-0.095,
260677,-0.33,-0.075,
260678,-0.325,-0.075,
260679,-0.335,-0.08,
260680,-0.35,-0.085,
260681,-0.36,-0.09,
260682,-0.35,-0.085,
260683,-0.34,-0.075,
260684,-0.335,-0.07,
260685,-0.32,-0.08,
260686,-0.33,-0.065,
260687,-0.335,-0.065,
260688,-0.325,-0.05,
260689,-0.32,-0.065,
260690,-0.345,-0.065,
260691,-0.34,-0.075,
260692,-0.33,-0.07,
260693,-0.335,-0.07,
260694,-0.335,-0.055,
260695,-0.325,-0.06,
260696,-0.315,-0.055,
260697,-0.335,-0.06,
260698,-0.35,-0.065,
260699,-0.345,-0.065,
260700,-0.335,-0.05,
260701,-0.325,-0.06,
260702,-0.325,-0.075,
260703,-0.34,-0.1,
260704,-0.35,-0.09,
260705,-0.355,-0.085,
260706,-0.35,-0.075,
260707,-0.345,-0.08,
260708,-0.35,-0.085,
260709,-0.355,-0.1,
260710,-0.38,-0.11,
260711,-0.385,-0.105,
260712,-0.365,-0.1,
260713,-0.355,-0.1,
260714,-0.365,-0.105,
260715,-0.38,-0.11,
260716,-0.39,-0.12,
260717,-0.395,-0.115,
260718,-0.39,-0.105,
260719,-0.39,-0.1,
260720,-0.39,-0.11,
260721,-0.39,-0.12,
260722,-0.395,-0.15,
260723,-0.4,-0.135,
260724,-0.39,-0.12,
260725,-0.395,-0.125,
260726,-0.39,-0.135,
260727,-0.4,-0.15,
260728,-0.42,-0.155,
260729,-0.42,-0.15,
260730,-0.405,-0.145,
260731,-0.41,-0.145,
260732,-0.425,-0.14,
260733,-0.42,-0.155,
260734,-0.445,-0.16,
260735,-0.445,-0.165,
260736,-0.43,-0.155,
260737,-0.41,-0.165,
260738,-0.415,-0.18,
260739,-0.435,-0.18,
260740,-0.44,-0.175,
260741,-0.44,-0.17,
260742,-0.445,-0.155,
260743,-0.425,-0.15,
260744,-0.425,-0.16,
260745,-0.42,-0.16,
260746,-0.435,-0.165,
260747,-0.435,-0.16,
260748,-0.42,-0.155,
260749,-0.42,-0.15,
260750,-0.435,-0.155,
260751,-0.435,-0.175,
260752,-0.435,-0.17,
260753,-0.43,-0.175,
260754,-0.435,-0.155,
260755,-0.41,-0.15,
260756,-0.405,-0.17,
260757,-0.395,-0.18,
260758,-0.395,-0.18,
260759,-0.37,-0.17,
260760,-0.36,-0.155,
260761,-0.365,-0.15,
260762,-0.37,-0.15,
260763,-0.375,-0.155,
260764,-0.36,-0.155,
260765,-0.34,-0.145,
260766,-0.32,-0.14,
260767,-0.3,-0.135,
260768,-0.315,-0.145,
260769,-0.335,-0.16,
260770,-0.345,-0.175,
260771,-0.335,-0.15,
260772,-0.32,-0.155,
260773,-0.315,-0.145,
260774,-0.335,-0.16,
260775,-0.335,-0.18,
260776,-0.355,-0.195,
260777,-0.365,-0.185,
260778,-0.365,-0.195,
260779,-0.385,-0.195,
260780,-0.38,-0.215,
260781,-0.365,-0.21,
260782,-0.36,-0.21,
260783,-0.355,-0.18,
260784,-0.35,-0.16,
260785,-0.34,-0.145,
260786,-0.365,-0.135,
260787,-0.395,-0.155,
260788,-0.41,-0.175,
260789,-0.42,-0.165,
260790,-0.425,-0.14,
260791,-0.415,-0.15,
260792,-0.425,-0.155,
260793,-0.445,-0.17,
260794,-0.45,-0.17,
260795,-0.465,-0.17,
260796,-0.47,-0.16,
260797,-0.47,-0.17,
260798,-0.49,-0.17,
260799,-0.48,-0.185,
260800,-0.485,-0.2,
260801,-0.485,-0.185,
260802,-0.475,-0.175,
260803,-0.465,-0.175,
260804,-0.47,-0.17,
260805,-0.465,-0.17,
260806,-0.48,-0.18,
260807,-0.48,-0.175,
260808,-0.465,-0.16,
260809,-0.455,-0.15,
260810,-0.465,-0.165,
260811,-0.465,-0.18,
260812,-0.465,-0.17,
260813,-0.46,-0.165,
260814,-0.46,-0.15,
260815,-0.455,-0.155,
260816,-0.455,-0.165,
260817,-0.465,-0.175,
260818,-0.475,-0.17,
260819,-0.475,-0.16,
260820,-0.48,-0.17,
260821,-0.505,-0.155,
260822,-0.565,-0.175,
260823,-0.605,-0.185,
260824,-0.625,-0.205,
260825,-0.59,-0.175,
260826,-0.515,-0.145,
260827,-0.44,-0.125,
260828,-0.31,-0.1,
260829,-0.09,-0.05,
260830,0.22,0.075,
260831,0.55,0.27,
260832,0.865,0.47,
260833,1.15,0.655,
260834,1.4,0.855,
260835,1.555,1.0,N
260836,1.61,1.125,
260837,1.56,1.155,
260838,1.355,1.11,
260839,0.99,0.925,
260840,0.515,0.605,
260841,0.085,0.225,
260842,-0.26,-0.13,
260843,-0.485,-0.375,
260844,-0.58,-0.505,
260845,-0.6,-0.505,
260846,-0.57,-0.445,
260847,-0.485,-0.375,
260848,-0.405,-0.27,
260849,-0.375,-0.175,
260850,-0.39,-0.115,
260851,-0.41,-0.085,
260852,-0.425,-0.1,
260853,-0.435,-0.14,
260854,-0.455,-0.14,
260855,-0.455,-0.135,
260856,-0.445,-0.12,
260857,-0.46,-0.115,
260858,-0.47,-0.14,
260859,-0.49,-0.15,
260860,-0.485,-0.165,
260861,-0.49,-0.16,
260862,-0.48,-0.145,
260863,-0.47,-0.145,
260864,-0.48,-0.14,
260865,-0.485,-0.145,
260866,-0.5,-0.15,
260867,-0.505,-0.155,
260868,-0.505,-0.15,
260869,-0.49,-0.15,
260870,-0.495,-0.145,
260871,-0.5,-0.16,
260872,-0.5,-0.165,
260873,-0.515,-0.15,
260874,-0.505,-0.145,
260875,-0.49,-0.145,
260876,-0.505,-0.125,
260877,-0.49,-0.145,
260878,-0.51,-0.15,
260879,-0.51,-0.135,
260880,-0.495,-0.145,
260881,-0.485,-0.145,
260882,-0.485,-0.145,
260883,-0.49,-0.145,
260884,-0.495,-0.155,
260885,-0.495,-0.14,
260886,-0.49,-0.135,
260887,-0.485,-0.12,
260888,-0.485,-0.125,
260889,-0.48,-0.125,
260890,-0.485,-0.13,
260891,-0.48,-0.125,
260892,-0.465,-0.125,
260893,-0.45,-0.12,
260894,-0.455,-0.125,
260895,-0.455,-0.13,
260896,-0.46,-0.13,
260897,-0.455,-0.125,
260898,-0.45,-0.095,
260899,-0.425,-0.075,
260900,-0.42,-0.075,
260901,-0.41,-0.09,
260902,-0.415,-0.095,
260903,-0.415,-0.09,
260904,-0.405,-0.07,
260905,-0.385,-0.065,
260906,-0.375,-0.07,
260907,-0.37,-0.07,
260908,-0.375,-0.065,
260909,-0.35,-0.045,
260910,-0.325,-0.03,
260911,-0.305,-0.03,
260912,-0.3,-0.025,
260913,-0.305,-0.05,
260914,-0.29,-0.03,
260915,-0.275,-0.02,
260916,-0.255,-0.01,
260917,-0.235,0.015,
260918,-0.23,0.03,
260919,-0.205,0.04,
260920,-0.2,0.035,
260921,-0.195,0.055,
260922,-0.16,0.065,
260923,-0.15,0.065,
260924,-0.125,0.08,
260925,-0.13,0.08,
260926,-0.13,0.09,
260927,-0.1,0.11,
260928,-0.085,0.12,
260929,-0.055,0.13,
260930,-0.045,0.125,
260931,-0.055,0.125,
260932,-0.05,0.115,
260933,-0.04,0.135,
260934,-0.02,0.14,
260935,-0.005,0.145,
260936,-0.005,0.155,
260937,-0.01,0.145,
260938,-0.01,0.145,
260939,-0.005,0.165,
260940,0.01,0.17,
260941,0.02,0.17,
260942,0.015,0.17,
260943,0.0,0.155,
260944,-0.015,0.145,
260945,-0.025,0.16,
260946,-0.025,0.16,
260947,-0.025,0.15,
260948,-0.04,0.135,
260949,-0.07,0.125,
260950,-0.095,0.11,
260951,-0.105,0.115,
260952,-0.115,0.105,
260953,-0.125,0.085,
260954,-0.16,0.075,
260955,-0.18,0.045,
260956,-0.195,0.02,
260957,-0.23,0.02,
260958,-0.22,0.015,
260959,-0.225,0.015,
260960,-0.245,0.005,
260961,-0.26,-0.01,
260962,-0.29,-0.035,
260963,-0.295,-0.04,
260964,-0.29,-0.035,
260965,-0.29,-0.055,
260966,-0.3,-0.065,
260967,-0.31,-0.065,
260968,-0.335,-0.08,
260969,-0.325,-0.075,
260970,-0.335,-0.075,
260971,-0.315,-0.07,
260972,-0.33,-0.075,
260973,-0.33,-0.095,
260974,-0.345,-0.115,
260975,-0.35,-0.095,
260976,-0.335,-0.095,
260977,-0.32,-0.08,
260978,-0.32,-0.085,
260979,-0.315,-0.095,
260980,-0.335,-0.11,
260981,-0.335,-0.09,
260982,-0.32,-0.085,
260983,-0.315,-0.09,
260984,-0.32,-0.095,
260985,-0.32,-0.1,
260986,-0.325,-0.105,
260987,-0.325,-0.1,
260988,-0.315,-0.085,
260989,-0.29,-0.08,
260990,-0.31,-0.08,
260991,-0.3,-0.095,
260992,-0.315,-0.095,
260993,-0.32,-0.09,
260994,-0.305,-0.085,
260995,-0.29,-0.07,
260996,-0.285,-0.08,
260997,-0.29,-0.085,
260998,-0.285,-0.085,
260999,-0.3,-0.075,
261000,-0.29,-0.065,
261001,-0.28,-0.05,
261002,-0.275,-0.055,
261003,-0.295,-0.075,
261004,-0.305,-0.07,
261005,-0.295,-0.065,
261006,-0.285,-0.055,
261007,-0.27,-0.055,
261008,-0.275,-0.06,
261009,-0.27,-0.075,
261010,-0.28,-0.07,
261011,-0.295,-0.05,
261012,-0.29,-0.045,
261013,-0.265,-0.05,
261014,-0.27,-0.05,
261015,-0.285,-0.07,
261016,-0.3,-0.07,
261017,-0.305,-0.065,
261018,-0.295,-0.065,
261019,-0.29,-0.065,
261020,-0.29,-0.065,
261021,-0.31,-0.06,
261022,-0.33,-0.065,
261023,-0.325,-0.065,
261024,-0.315,-0.08,
261025,-0.31,-0.085,
261026,-0.29,-0.08,
261027,-0.31,-0.09,
261028,-0.315,-0.095,
261029,-0.32,-0.095,
261030,-0.31,-0.09,
261031,-0.305,-0.09,
261032,-0.32,-0.085,
261033,-0.315,-0.095,
261034,-0.34,-0.11,
261035,-0.335,-0.105,
261036,-0.33,-0.095,
261037,-0.315,-0.11,
261038,-0.325,-0.11,
261039,-0.335,-0.12,
261040,-0.34,-0.13,
261041,-0.35,-0.125,
261042,-0.34,-0.115,
261043,-0.34,-0.105,
261044,-0.345,-0.125,
261045,-0.34,-0.135,
261046,-0.355,-0.145,
261047,-0.36,-0.135,
261048,-0.365,-0.13,
261049,-0.365,-0.125,
261050,-0.345,-0.135,
261051,-0.37,-0.145,
261052,-0.37,-0.15,
261053,-0.38,-0.145,
261054,-0.37,-0.14,
261055,-0.36,-0.135,
261056,-0.355,-0.15,
261057,-0.365,-0.155,
261058,-0.39,-0.155,
261059,-0.385,-0.145,
261060,-0.39,-0.145,
261061,-0.375,-0.14,
261062,-0.385,-0.145,
261063,-0.385,-0.155,
261064,-0.39,-0.16,
261065,-0.405,-0.15,
261066,-0.38,-0.155,
261067,-0.38,-0.155,
261068,-0.375,-0.16,
261069,-0.38,-0.18,
261070,-0.385,-0.17,
261071,-0.39,-0.165,
261072,-0.375,-0.155,
261073,-0.375,-0.15,
261074,-0.375,-0.155,
261075,-0.375,-0.165,
261076,-0.375,-0.17,
261077,-0.375,-0.17,
261078,-0.355,-0.15,
261079,-0.345,-0.16,
261080,-0.335,-0.165,
261081,-0.335,-0.17,
261082,-0.32,-0.175,
261083,-0.32,-0.155,
261084,-0.305,-0.14,
261085,-0.31,-0.14,
261086,-0.305,-0.135,
261087,-0.32,-0.155,
261088,-0.315,-0.155,
261089,-0.295,-0.15,
261090,-0.28,-0.14,
261091,-0.27,-0.14,
261092,-0.275,-0.135,
261093,-0.285,-0.145,
261094,-0.29,-0.15,
261095,-0.295,-0.15,
261096,-0.275,-0.13,
261097,-0.275,-0.145,
261098,-0.285,-0.155,
261099,-0.3,-0.17,
261100,-0.32,-0.18,
261101,-0.345,-0.185,
261102,-0.34,-0.2,
261103,-0.32,-0.18,
261104,-0.32,-0.18,
261105,-0.31,-0.205,
261106,-0.32,-0.195,
261107,-0.33,-0.165,
261108,-0.32,-0.14,
261109,-0.32,-0.135,
261110,-0.345,-0.13,
261111,-0.36,-0.15,
261112,-0.375,-0.16,
261113,-0.385,-0.155,
261114,-0.375,-0.14,
261115,-0.375,-0.14,
261116,-0.395,-0.15,
261117,-0.395,-0.165,
261118,-0.415,-0.175,
261119,-0.42,-0.175,
261120,-0.435,-0.165,
261121,-0.42,-0.165,
261122,-0.425,-0.18,
261123,-0.44,-0.18,
261124,-0.455,-0.19,
261125,-0.445,-0.175,
261126,-0.425,-0.165,
261127,-0.43,-0.155,
261128,-0.43,-0.155,
261129,-0.445,-0.17,
261130,-0.44,-0.18,
261131,-0.45,-0.175,
261132,-0.445,-0.165,
261133,-0.425,-0.165,
261134,-0.435,-0.165,
261135,-0.435,-0.18,
261136,-0.435,-0.17,
261137,-0.455,-0.165,
261138,-0.445,-0.15,
261139,-0.435,-0.14,
261140,-0.43,-0.165,
261141,-0.435,-0.165,
261142,-0.45,-0.175,
261143,-0.47,-0.17,
261144,-0.47,-0.155,
261145,-0.51,-0.16,
261146,-0.58,-0.17,
261147,-0.63,-0.19,
261148,-0.645,-0.215,
261149,-0.595,-0.195,
261150,-0.505,-0.155,
261151,-0.405,-0.115,
261152,-0.22,-0.09,
261153,0.07,-0.02,
261154,0.43,0.12,
261155,0.78,0.335,
261156,1.11,0.54,
261157,1.43,0.755,
261158,1.67,0.99,
261159,1.785,1.155,N
261160,1.775,1.23,
261161,1.62,1.205,
261162,1.265,1.06,
261163,0.745,0.74,
261164,0.21,0.295,
261165,-0.215,-0.13,
261166,-0.475,-0.445,
261167,-0.605,-0.61,
261168,-0.595,-0.605,
261169,-0.55,-0.53,
261170,-0.48,-0.45,
261171,-0.39,-0.355,
261172,-0.35,-0.26,
261173,-0.35,-0.18,
261174,-0.365,-0.125,
261175,-0.38,-0.11,
261176,-0.395,-0.11,
261177,-0.41,-0.14,
261178,-0.43,-0.15,
261179,-0.445,-0.15,
261180,-0.435,-0.135,
261181,-0.43,-0.13,
261182,-0.43,-0.135,
261183,-0.45,-0.145,
261184,-0.475,-0.175,
261185,-0.47,-0.17,
261186,-0.48,-0.15,
261187,-0.465,-0.145,
261188,-0.48,-0.15,
261189,-0.49,-0.15,
261190,-0.495,-0.16,
261191,-0.49,-0.145,
261192,-0.485,-0.155,
261193,-0.48,-0.155,
261194,-0.485,-0.14,
261195,-0.49,-0.16,
261196,-0.485,-0.16,
261197,-0.505,-0.155,
261198,-0.505,-0.135,
261199,-0.485,-0.13,
261200,-0.485,-0.12,
261201,-0.48,-0.135,
